content
买了半个月，预约几次都没见来人安装，电话也不联系，投诉也没有用，都不管的了，谁买谁后悔，估计得过完年才会来安装了
差评！！！！！到货两天了还没人联系安装，预约无响应，安装无线期等待，非常不满意！
以前从来没有给过差评，但是这次真心心痛，物流显示十三号安装，一问说让等好多天，妈的这么热的天买个空调迟迟不给安，真***无语，真心建议大家不要买，还是去实体店买，美的售后真***差劲
品牌一直都是我信耐的，这次实在是无语，配送人员居然把主机送错了&hellip;&hellip;自己不主动送过来，还要70岁老人骑着自行车去换。这是的服务吗？这么热的天？
空调开到16℃  都不如风扇凉快，两周前已经因为这个问题修了一次，维修人员也没说是什么问题，修好了之后又漏水，今天又不好用，买了空调不到一个月，坏了三次。卖家还说安装了就不给退，难道空调不安装可以知道它到底好不好用？？？？都不如风扇，真的坑，真心后悔没买格力，这个太垃圾了。
预约当天下午 客服打电话说来不了得第二天早上 然后第二天早上又打电话说再往后一天 你们到底能不能装
美的售后服务太不到位了，各种推脱，让上门安装等几个小时都没人联系，打总部电话也没用再也不买了，太差了，服务
安装人员服务态度非常差，以忽悠的方式进行安装，变相的骗取安装费用，差评，差，差，差
这次购物体验特差，平台是要倒闭了吗？空调外机的支架都不提供，是准备让顾客抱着空调睡觉吗？客服解释支架要额外收费，额外收费也可以接受，但是平台为什么不在支付页面注明；是怕客户看见没有支架不购物吗，或者说故意忽悠客户。差评、差评、差评～～～
差评的原因是 送货师傅送上门后，一直没人联系安装，家里的老人也不会弄，我也以为安装上了，就这样空调放家半个月！希望售后服务流程能更完善一些
服务太差了，精准的地址定位，竟然找借口说安装派单到其他省份去了，现在已经到货第四天了，也没有安装师傅联系安装。
一颗星都不想给，说是免费安装，后来什么打孔要钱，架子要钱，什么管要钱，问的时候只是免费安装，其他什么都不说，现在买回来了，要安装了才跟你说这些要自己付钱的，一点知情权都没有，欺骗消费者
买的时候客服说全国无死角免费安装我才买的，等收货的时候，说网点离我们镇上有一百公里左右，要收远程费，什么插座要自己找水电工另外弄，我家附近也有好几个美的专卖店竟然没有他们的网点，难不成我在广西收货你说你们网点在北京我要付几万公里的远程费也是合理的？客户怎么知道你们在哪里有设有网点？自己找别人安装呢又说不保售后服务，好@，后面觉得安装成本太高要求退货，又突然改说找个附近的人帮我安装。真是服了。
到货三天都没来安装，预约了两次，一个人也没来，电话也没来一个，问客服什么时候来安装也答不出来，真想退货了，还以为是美的自营店服务会好点，没想这售后服务这么差劲
5.26号下单，上面显示28号到，然后30号才到，安装师傅应该是31号上门安装，结果现在6.7号了，中途找过3次客服，客服每次都说在催，我买空调回来放的吗？再怎么忙，8天了还安排不了安装师傅？安排不了好歹回个电话吧？理都不理？啥意思？不想安装了？
安装非常差，提前一个多星期预约，最后还是没来安装，客服也是一样，迟迟没有给解决办法，没有下文，真垃圾，下次都别去美的买空调了。
服务非常差，刚安装的空调主机不运行，要换货，各种流程，还要让客户找这找那去鉴定申请，时间还贼长，凭什么？
一星都不想给，说要预约安装，预约了昨天下午3-4点安装，结果没有来，今天一上午都没有来。
我买过格力，也用过美的，6月10号下单今天6月13号送货安装，师傅安装好了试机时主机风叶三片直接烂了两片，因为急用空调，其实很简单可只要换一个风叶就好，她们售后真是虾**啰嗦，急用解决就用急用的办法，我有不要你陪，真是差评
差评！售后乱收费，铁支架按不锈钢支架收费，螺丝也收费，差评！深圳市昂扬电器差评！
很不满意，新空调会这样？售后维修说空调里面螺丝没锁紧，那么巧，被我遇到没打扭矩的空调，心里非常不舒服
要我说真话还是假话，真话是目前送到货3天了，还没来安装！！说今天来，结果等了一天又打电话过去问，对方随便找个理由说什么半路车坏了，骗鬼吗？
**，太坑人了，网上的东西还是不可靠，内机外机都很轻，果真是便宜没好货，上午送到，下午就给你安装，就是怕你退货，太不是东西了
垃圾服务水平，没有信誉可言，频频预约次次答应来安装，没有一次来安装，这么热的天气，我买这个空调来摆设霸占地方的嘛？
差劲??！约好今天来装，结果等了一天没消息？电话也打不通了，信息也没人回了！我特意请假一天在家，也不敢出门怕人家来了没在家耽误别人时间，搞笑的吧？钱付了，东西买回来就这？还是别来这买了，实体店买买好了！
千万别买，承诺三天之内上门安装，结果拖延一周，第四天联系客户，都是来一句24小时安排加急什么的，结果拖延一周左右才安装，我推荐格力，空调格力造，中国人信赖的好品牌
之所以评价一颗星，是货收到后的安装预约服务烂透了，第一次没来的时候，说到了打电话预约安装，货到了，打电话欠费停机，垃圾，最后跟客服反应，又预约了第二次，说这个星期六一定安装，结果到4点都没来，打电话过去问，说今天下雨，不高空作业，我说你要不要跟安装师傅确认下，说好，结果等到将近一个小时也不回复，打电话想问下如果不来，能预约下一次什么时候，还发短信，结果一直电话通话中，做事不交代，不理人，不负责，，垃圾
"我严重怀疑室外机是1匹的，装空调时候我不在家，那天我有时间我得吊安全带去看看，不如10年前的1.5匹制冷效果好，声音大就像冷风机，制冷效果太差了，和之前自营店买的格力1.5匹比一个天上一个地下，实事求是,不是我黑美的。同样标的1.5匹，室外机比格力小的多，室内机噪音大，买的还是静音款"
5月23下单的时候上面显示5月26到货，5月27安排安装27号一早上过去了电话都没一个来，下午打电话过去问了，美的说没给我安排上，我问了美的，为什么呢？你上面不是显示已安排了吗？27号安装呀？现在到我问你了，你才说没给我预约。我就想问一句，那你上面显示的安装时间是干嘛的，是干嘛的？你上面的时间是假的就不要显示出来，我可以自己去预约的，4天时间怎么都能排上吧。大家眼睛亮点美的上面显示时间是用来骗人的
空调一台两千多点，安装空调收了900多，闻所未闻。先是不愿意打洞走近路，要走另一条线路接到旧架子的位置，外面要再加铜管，好，体谅大热的天都不容易，可以，但是已经跟你们沟通好了装在原来空调出口和插座位置附近，几分钟没关注直接给我安床头了，几米的管子完全是不需要加的，100一米还高于实体店和其他厂家，外机跟安装的沟通了装在原来高于窗户的位置，结果图省事给我装在窗户中间，噪音非常大，如果不想高空作业就不要收高空作业费，所谓的高空作业就是螺丝都是站在阳台探身出去扭的，还收费200，站着安的旧架子也借口拆不下来，那另一个怎么麻溜就拆了？好嘛，两个架子上安一个空调，以前用其他品牌从没出现这种情况，这次想换个品牌用，结果太失望，美的不会再关注。
失效很差，付款时说是19号送达，20号安装，天气太热了，受不了，想早一点吹上空调，这个时间的话在我可以接受的时间内，所以就付款了。付完款就变成了，25号送达，后来问了下人工客服又变成了，6.30号之后送达，催了下他们又变成了24号送达，没有一个准确的送达时间，体验感真的很差。现在这么热的天，给个准确的送达时间，本来在预期的送达时间让消费者付款了，付完款又不能准时送达，这么热的天，真的会把身体热出问题的。
刚用就出现内机大量漏水
发货太慢 都买了一个星期还没有装
这次购物发现管理混乱一塌糊涂。
买完了没几天就降价了买贵了亏
体验感不好，买回来一礼拜就坏了！还有走流程换机，太耽误人了
给父母买的今天就打电话告诉我空调坏了
开始说都是免费，后面都是收费
空调买了5天，到现在没有人安装？这是逼着消费者退货的节奏？？？？？
东西收到了几天迟迟不安装，拿到的时候黑夜预约在7号，7号推8号，这是打算一天推一天，等这个夏天过去了才装咩
买的时候不说清楚，到货了又要收安装费
乱收费用，还不如自己找人装
最差劲的体验，买了两台空调，一天没用，维修上门说压缩机坏啦。隔了20天，申请换货的流程还没有结束，最要命的就是汗流浃背的慢慢等他们的流程。
装空调的是真的差！让我们自己找装修公司打洞 结果现在说不能用 一个房间全是洞像什么样子？不需要多加铜管想多收钱就说要加钱加铜管！！！！不要上当
怎么还没有来安装？
才买三天，就降了*，什么鬼。
未安装无法评价
6.18下的单，6.30号才收到货。
购买美的空调体验非常非常差，原本6号送货7号安装的，7号在家等一天没有一个电话，到下午打美的官方400电话又自动给我改约到8号下午16:00-18:00，8号又等一天，打了好几个美的客服电话，人工服务就只是记录然后推说第二天十点给我回复，结果第二天仍然没有安装网点联系我。珍爱生命，远离美的
不冰，跟i青春2差太多了
很不满意的体验。
这是见过最差劲的服务！买个空调，空调内外机发错了，发货等很多天，到货安装又得了很久，现在退个货退大半个月。服了！
半天不来安装还告诉我安装买什么辅料要*块
到货几天都没安装，，
售后非常差，一直不给安装，客服只会说给联系了，要买的要注意了
21度还是热的   不制冷
打孔还收费。安装慢
货按时送到了，售后就不按订单的安装日期来装空调，而且还和安装工人一直在忽悠我，打电话说后天安装，一会又说今天安装，我一再忍让，安装工人打电话说今天晚上九点左右给装空调，可是现在都快晚上十二点了，来不了就别答应，答应了就要守时，真***垃圾
送货安装：他家的安装风格，惊呆了。垃圾得#。
听家人说安装服非常差，家里普通的墙还收打孔费*元，帮安个小插座收*元，
搞什么都不知道到现在也没有人联系我什么时候安装垃圾还美的呢，在也不会相信这些**
好
后悔买
售后太差了！！！！！
标题不明.
评一星完全是因为至少勾一个，发货速度真**慢，垃圾，这么热的天家里都等着用，要不是投诉还不发，不要说什么，没货***开放购买干啥，从别的地方买早到了，安装的还让好评，好评你个鬼啊
#，通过送极速安装拒绝保价。狠狠地割了早买客户的韭菜。空调很满意，但对于这样的行为十分不满，明明是相信你才早点买，现在好了，直接卸载，以后不会再相信
非常垃圾  一个星期不给安装  给的还是假电话  找客服还告诉你和安装不是一个部门  找售后说我没登记  服务简直垃圾到爆
超级#，货收到几天不来安装，客服联系半个小时联系不上，没人出来理，最后出来一个才说叫做我打400电话，真后悔京乐上买了，还是~的服务好，只能给个差差差评
空调*买的，6.19就显示订单完成，但是却没有收到货物。想着可能派送忙，那就等几天。然而，四五天过去也没有联系我，第一次联系客服，说介入。然而，并没有介入，也没人联系我。于是，再次联系客服，这次有人联系我，电话说帮忙沟通，然而还是没有收到空调，订单显示服务介入已经完成，问题已解决？？？什么鬼呀。时间也一周过去了事情也没解决，空调也没有收到配送员手机关机。96018永远是机器，解决不了问题。于是，第三次联系客服，放了狠话，解决不了96315见，这次有人联系我多次了，但是还是解决不了，空调不送。最后出动自己本地人优势，终于是让商家派送过来了。安装空调收了*元！！！非常差的体验，忠粉，终于可以脱粉了，所以如果可以还是去店里买吧。本来想给老人安装凉快的居然是这样的体验，*买的，6.30才送到，期间还这么多添堵，太失望了。
体验感超级差！！！！约好的你们师傅9：30过来安装，结果说有事儿让等等，等到11：00又联系说到下午一点！！！结果等到下午三点还没过来！！！我真是服了！上午专门请了半天假，结果下午又请半天假！什么也没弄成，真是对超级失望！**的什么玩意！
体验感超级差！！！！约好的你们师傅9：30过来安装，结果说有事儿让等等，等到11：00又联系说到下午一点！！！结果等到下午三点还没过来！！！我真是服了！上午专门请了半天假，结果下午又请半天假！什么也没弄成，真是对超级失望！**的什么玩意！
没师傅安装
16号晚上下单，17号早上八点打电话空调马上送来，请假等空调，十一点还没来打电话询问说在装货二十分钟左右就到了，继续请假等，期间打电话问到没有，这个喊问那个，那个喊问这个，晚上九点打电话给我说&ldquo;今天送不了，你点一下确认收货我冲一下业绩，明天早上第一个给你送来&rdquo;，继续请假等，18号早上十一点终于送来了，立马找安装电话，又是这个喊问那个，那个喊找这个，终于找到安装的人了，师傅回话说&ldquo;这都中午了，下午来给你装&rdquo;，我还特地强调了我明天下午回老家，你今天装不了，明天上午也可以，师傅说今天能装，继续请假等，下午六点多了还没来，打电话问今天来不了明天早上来给你装，19号也就是现在终于装好了，收费140，说是支架40高空作业费100，~支付明细却是空调管加长费用，咱也不知道咱也不想问就这样吧。总结了一下，现在你们空调买的人多，配送安装都很忙，也很理解，但是时间观念还是应该有的吧，来得到就来得到，来不到就直接说，我又没非要你马上送过来，让人一直等很有意思吗，两天半啥也没干就等你们了。最后安装还是蛮快的，安装必须给个五星，然后点提交，不然没有售后（安装师傅给我说的），
货确实很快送到，隔天就送到，说要安装的时候打电话，结果等到要安装的时候电话一直打不进去，后面接通后，说没接到电话，通话记录都在那里，说稍等会回复，就无声无息，然后又是各种没人接，要是忙，能不能安装好歹说一句话，大周末的一直在家等消息，哪里也没法去，货送到就一直摆在那，难道活动打折的就这样？
产品质量因为没有使用不作评价。6月30日下单，7月1日收到货，配送服务很好?1号收到安装部信息，电话确认了2号安装，但2号被告知只能3号安装，3号上午电话确认下午可以安装，等到了下午被告知只能晚上安装，原因是因为安装地点在农村，农村用户只能晚上安装。请问这个规定是谁定的？是美的？是？还是售后服务商？如果有这样的规定，那你们对待农村市场就太不负责任了
非常非常差！没用几天空调盖子盖不住了！制冷效果一般，关键是那个安装售后态度简直无语！第一次电话过去说几句，第二次电话直接挂掉！就这种态度，实在是太不周到了！按了上下风根本没反应！1.5匹的空调，竟然说我15平的房子太大了！
非常非常差！没用几天空调盖子盖不住了！制冷效果一般，关键是那个安装售后态度简直无语！第一次电话过去说几句，第二次电话直接挂掉！就这种态度，实在是太不周到了！按了上下风根本没反应！1.5匹的空调，竟然说我15平的房子太大了！
货送过来3天了问了三天安装师傅什么来，到现在连个人都不联系，货送这么快有什么用，问客服除了敷衍就是敷衍，早知道还不如实体店买呢
产品质量不知道怎么样，但是美的的政策是真的垃圾
体验感不好，买回来一礼拜就坏了！还有走流程换机，太耽误人了
此用户未填写评价内容
不制冷
这次购物真的很不愉快，6.16下单6.28才送到，中间也了很多电话崔客服都解决不了，真的太失望，机器地不是静音的，声音很大，晚上吵的都睡不着觉。真的很不满意的一次购物。
搞活动时买的空调，刚通电还没开机就有呼呼的风声响，开机后可以制冷，就是关机之后一直都有响声。经售后工程师检测报告为空调主板故障。新买的机子啊、就有故障？我也是醉了。
装修师傅态度很差。
这个空调管子这样装不知道对不对，师傅说不要紧，我看了别人装的好像都包严实的
东西买了安装乱收费，而且比实体店还贵几百，什么型号都一样，失败的一次网购
美的派来的安装师傅极不专业，也不按照时间来，来了就说要收费，墙面不好装吧啦吧啦，不建议买，服务极差，准备退了
别的都好 安装差的不行
购买美的空调体验非常非常差，原本6号送货7号安装的，7号在家等一天没有一个电话，到下午打美的官方400电话又自动给我改约到8号下午16:00-18:00，8号又等一天，打了好几个美的客服电话，人工服务就只是记录然后推说第二天十点给我回复，结果第二天仍然没有安装网点联系我。珍爱生命，远离美的
东西收到了几天迟迟不安装，拿到的时候黑夜预约在7号，7号推8号，这是打算一天推一天，等这个夏天过去了才装咩
送货安装：都到货两天了 没人来给安装。真差劲?
未按约定时间安装。
质不对板和图片都不一样&hellip;&hellip;&hellip;&hellip;
非常的差劲，6月18买的，半个月才给我发货，之前还不说，等了好几天我去问了才说6月30号送到，等到了6月30又说货还没到，又等了好几天，太差劲了
买的时候显示八号送到，然后短信提示今天送货，没收到货，缺显示已签收？？？空调去哪儿了？
差评，售后安装人员态度极其恶劣，恶语相向，以不装要挟，极其恶劣，建议大家谨慎购买，随意加价，最差的一次买装空调的体验
"风声很响问客服说低于18分贝。无语&hellip;&hellip;格力都有一健静音。果然还是选择格力好,支持格力！！总之来说 到下单再到手里 每一步都是不愉快的。"
不配安装支架，还说是现在的规矩，我在实体店买的都配支架，还是现在的房子都不用支架，乡下的房子怎么装，
只能说佛了这个物流，当时买的时候说明日可送达，看迟迟不出货，客服说等3-5天，到了第五天问客服说等一周到两周，就这样一天天拖，妥了18天，目前刚安装完，空调内机出现漏水，已经给修理打电话过来看怎么回事了，东西慢就忍了，希望不要是劣质产品，后面看情况再追加评价。
二楼都不搬，直接扔门口，差评！
也不知怎么了，服务越来越差，相信东哥是好人，下面的人把事都办砸了，
这次购物体验特差，平台是要倒闭了吗？空调外机的支架都不提供，是准备让顾客抱着空调睡觉吗？客服解释支架要额外收费，额外收费也可以接受，但是平台为什么不在支付页面注明；是怕客户看见没有支架不购物吗，或者说故意忽悠客户。差评、差评、差评～～～
这个简直就是忽悠人的，开到16℃根本没多凉 这空调还不会左右摆风 这体验太差了，不建议各位买制冷效果太差了。感觉有种上当的感觉，买回来还没有售后来按 最后自己找人花钱来按的
等了超级久，买的，等了半个月才发货。
买的时候客服说全国无死角免费安装我才买的，等收货的时候，说网点离我们镇上有一百公里左右，要收远程费，什么插座要自己找水电工另外弄，我家附近也有好几个美的专卖店竟然没有他们的网点，难不成我在广西收货你说你们网点在北京我要付几万公里的远程费也是合理的？客户怎么知道你们在哪里有设有网点？自己找别人安装呢又说不保售后服务，好@，后面觉得安装成本太高要求退货，又突然改说找个附近的人帮我安装。真是服了。
非常差，外观有空点不检查吗？？？
两个星期才发货，速度太慢，
物流特慢，安装服务很好。
空调不凉，别买
买了两台，有一台竟然是故障机，换个货仍旧有质量问题，我看是故意的吧。为安装师傅点赞
居然送来一个故障机，换个货仍旧有质量问题，我看是故意的吧。为安装师傅点赞
此用户未填写评价内容
说好的免费安装、结果160支架费80水钻费，还不如在当地实体店购买
"买之前最好问问给装不，要不东西送过来，非自己买管子找人装，美的服务：自己动手丰衣足食，送到即就能用，怎么用？自己的问题。
打孔 高空等收费可以理解，但是免费的都没有了，就两个箱子扔门口可以称作奇迹，两天了。"
真是垃圾，刚买来安上不能左右摆风
空调还行，就变美的客服不行，物流太慢
发过来铜管变形了，安装工帮我焊接了，也不知道会不会有后遗症！
对于这台空调，简直是无语了，遥控器功能键有时候不管用，舒睡，睡眠模式，半夜不是冻醒就是热醒，关机之后空调出风板合不严，外机出水能把半面墙都弄湿，有和我一样情况的吗？欢迎评论
标题不明.
"从6.18付款买完空调，一直到今天7.4号才到货并且安装。买的时候预计到达时间显示为6.19

半个月的时间每天晚上都被热醒，中间一直在找客服沟通，但是官方自营店的客服全都是机器人，根本就不予理睬，无奈之下，通过别的途径去美的投诉，但是美的那边也是捣糨糊，说没货。

买的应该都是他们用来**的，一直在等着我退货。你们敢相信那么大一家企业，全上海竟然没有一台空调吗，那么到底是美的生产不出空调还是有货故意不发，希望大家能明辨是非。

7.4号到货安装了，收了340的安装费。空调质量我不想多说，今天刚到也没有体验，但是美的这样店大欺客是真的寒了消费者的心。

从今以后我不会再买美的的任何产品，如果商家觉得我说的有问题可以自己解释，我希望我的回答能给众消费者一个提醒和告诫，美的并没有很好，选择的余地还有很多！

&ldquo;成功下单都是有货的&rdquo;这句话显得多么讽刺。"
产品质量因为没有使用不作评价。6月30日下单，7月1日收到货，配送服务很好?1号收到安装部信息，电话确认了2号安装，但2号被告知只能3号安装，3号上午电话确认下午可以安装，等到了下午被告知只能晚上安装，原因是因为安装地点在农村，农村用户只能晚上安装。请问这个规定是谁定的？是美的？是？还是售后服务商？如果有这样的规定，那你们对待农村市场就太不负责任了
6月18日买的，6月30日送达，配送太慢，安装人员态度非常差，这样不好装那样不好装，态度差还打电话过来要好评，美的大公司请的什么人呀！失望的一次购物
电购第一次遇到这种事太失望了 对的好映像荡然无存！6.18买的延迟12天发货多次联系客服无果让我退款，家里空调不怎么好了有三岁幼儿怕热，想着有次日达就下单了。淘宝同一天买的冰箱隔一天就到家里了，十二天后客服让无限期等到有货不然就退款 准备去消协投诉才发货他们才马上发货！早知道就直接12315了
这个买个美的空调 打个收费都要200块 瞎**收费
这么热的天，没人管安装的
预计到货时间给我延后，差评！
这次购物发现管理混乱一塌糊涂。
买的空调，收到货10几天了，还没人上门安装，联系客户一直在推脱说安排，是不是要等到夏天过完了你们才会上门安装
一个月了还没有联系安装
买台空调，大热天，修了几次，今天决定最终还是要换，这么热的天，客服还不确定今天能不能换好，心伤透了！非常差的一次网购！
安装不好，什么也没加，安装铁皮房，打孔一个1分钟都不用，收我*元，安装人乱收费。
此用户未填写评价内容
"半夜装空调、你也不怕感冒
早上十点出发晚上十点到、你是洛杉矶来的嘛"
一间十平方的房子大一匹机都不凉，装了一台几天就不行了换了一台新的来制冷效果好差建议还选择其他牌子。
黑店，大家都不要买，外机连支架都没有还得另价钱
有史以来在上最差劲的一次购物，把钱交了一直不发货，问客服连货在哪他们都搞不清楚，一直托延时间，我真是醉了
千万别买，承诺三天之内上门安装，结果拖延一周，第四天联系客户，都是来一句24小时安排加急什么的，结果拖延一周左右才安装，我推荐格力，空调格力造，中国人信赖的好品牌
买的，破损成这样，申请更换，说好第二天给我换，现在都7月3号空调还是没人换，想想太气，空调都买了半月了，还没能用上。破损的机不想换的话，也该给我回个电话吧。打电话还说在换在换，太无语了。
昨天买的2599，今天就变成2299，就是一个坑消费者的产品，让人变成傻子，哎
6.18下的单，6.30号才收到货。
差，差，噪音太大了
今天送到家正好遇上下雨，包装湿透了。等待过几天安装师傅来看情况吧！
骗人商家。6月16号买的*降价*还说介保。联系商家个客服都没有补差介个种借口
安装这收费那收费
五一下的单，用了半个月，不制冷又换新，等呀等，又半个月才有货（同款不同编号），有事外出半个月，到现在使用一天，制冷效果还是不咋滴。
提前两天预约，零点拍的，主场大促！拍后竟然不发货！以我买的是预售产品为由不发货！我买的是什么我不知道吗！我还要零点去拍吗！这会员也是白买了！差评！差评！服务差到家了！
差评，才装了两天就漏水，售后也一坨屎
体验感超级差！！！！约好的你们师傅9：30过来安装，结果说有事儿让等等，等到11：00又联系说到下午一点！！！结果等到下午三点还没过来！！！我真是服了！上午专门请了半天假，结果下午又请半天假！什么也没弄成，真是对超级失望！**的什么玩意！
体验感超级差！！！！约好的你们师傅9：30过来安装，结果说有事儿让等等，等到11：00又联系说到下午一点！！！结果等到下午三点还没过来！！！我真是服了！上午专门请了半天假，结果下午又请半天假！什么也没弄成，真是对超级失望！**的什么玩意！
安装水平差，看下图，漏缝隙，内机换一个方额外加200，那么简单的，霸王收费，我宁愿喊外面人来，真是坑，买美的，不买，买天猫，买空调，不买美的，服务水平差，乱收费！知道知道如此，不给他们装。。。。坑坑！
售后无人安装
什么**服务，早就到货了，没人过来装，专门在家等两天！
买了半个月，预约几次都没见来人安装，电话也不联系，投诉也没有用，都不管的了，谁买谁后悔，估计得过完年才会来安装了
以后不再买美的的电器了，安装师傅全是外挂的，服务态度太差了，本来打洞是包在内的，硬是说电钻打不好，会打好多灰，会把墙打坏，让来装机就是不来，没办法出钱另请人在墙上打洞，约来装机时问还要他定，真是太差了。
之前一直在纠结是买美的还是格力，后来网上查了对两个品牌的评价都还可以，没有想到如此难忘的一次网上购物！第一张图是刚安装好了我们自己发现外机缺一角，第二张图是今天安装师傅带来的新的，安装师傅又搬掉了一坨，还说没得事，确实他是没得事，我有事啊
